rank,name,title,status,commits,description,last_updated,last_checked,builder,has_screenshots,has_icon,has_prompts,prompt_count,repo_url,landing_url,categories
,memory-breaker-quest-of-pairs,Memory Breaker Quest Of Pairs,Pending,,,,,,,,,,https://github.com/miniapp-factory/memory-breaker-quest-of-pairs,https://memory-breaker-quest-of-pairs.miniapp-factory.marketplace.openxai.network,
,memory-match-card,Memory Match Card,Pending,,,,,,,,,,https://github.com/miniapp-factory/memory-match-card,https://memory-match-card.miniapp-factory.marketplace.openxai.network,
,memory-tiles,Memory Tiles,Inactive,0,Memory Tiles mini app on Mini App Factory,2025-11-26T13:16:21.731470,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/memory-tiles,https://memory-tiles.miniapp-factory.marketplace.openxai.network,Inactive
665,mental-healt-app,Mental Healt App,Active,4,"A gentle, empathetic mini‑app for mental well‑being, offering check‑ins, self‑care suggestions, and a safe space to explore emotions.",2025-11-20T14:29:33Z,2025-11-25T17:44:51.908984,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mental-healt-app,https://mental-healt-app.miniapp-factory.marketplace.openxai.network,"Fitness, Health, Social"
666,metaks,Metaks,Active,4,"A Gen Z oriented mobile app for short-form content, events, and AI-powered personalization.",2025-11-20T19:12:02Z,2025-11-25T17:44:51.908984,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/metaks,https://metaks.miniapp-factory.marketplace.openxai.network,"AI, AI Chat, Chat, Education, Platformer, Social"
903,meteordodger,Meteordodger,Default,2,Turns numbers into charts with explanations.,2025-11-23T02:42:43Z,2025-11-24T17:13:16.323357,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/meteordodger,https://meteordodger.miniapp-factory.marketplace.openxai.network,Utility
667,mev-attack-monitor,Mev Attack Monitor,Active,4,MEV Attack Monitor is a Mini App that tracks potential MEV-related risks across blockchain networks.,2025-11-22T12:41:34Z,2025-11-25T17:44:51.908984,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mev-attack-monitor,https://mev-attack-monitor.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, DeFi, Finance, Tracker, Trading"
668,mgbase,Mgbase,Active,4,An app to help build and grow communities.,2025-11-20T16:14:44Z,2025-11-25T17:44:51.908984,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mgbase,https://mgbase.miniapp-factory.marketplace.openxai.network,"Generator, Social"
669,micross,Micross,Active,4,"AgroGrow helps farmers and gardeners manage crops, soil, irrigation, and health with AI-driven insights and data analytics.",2025-11-20T19:28:20Z,2025-11-25T17:44:51.908984,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/micross,https://micross.miniapp-factory.marketplace.openxai.network,"AI, Fitness, Health, Platformer"
133,mind-game,Mind Game,Active,10,"Play GemSlide Fusion, a 5×5 gem merging puzzle game where you merge tiles to reach 1024.",2025-11-21T11:46:47Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/mind-game,https://mind-game.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
49,minecraft,Minecraft,Active,5,A simple 3D cube that can be rotated with mouse or touch.,2025-11-23T05:11:28Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/minecraft,https://minecraft.miniapp-factory.marketplace.openxai.network,Utility
,minesweeper,Minesweeper,Inactive,0,Minesweeper mini app on Mini App Factory,2025-11-26T13:16:21.731496,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/minesweeper,https://minesweeper.miniapp-factory.marketplace.openxai.network,Inactive
255,mini-app-factory-guide,Mini App Factory Guide,Active,6,A beginner‑friendly guide to creating your first mini app with the Base Mini App Factory.,2025-11-20T15:13:21Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mini-app-factory-guide,https://mini-app-factory-guide.miniapp-factory.marketplace.openxai.network,"AI, AI Chat, Chat, Education, Language Learning"
670,mini-kanbanboard,Mini Kanbanboard,Active,4,A simple workflow management tool for individuals.,2025-11-22T04:22:44Z,2025-11-25T17:46:56.138688,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mini-kanbanboard,https://mini-kanbanboard.miniapp-factory.marketplace.openxai.network,Utility
936,mini-store,Mini Store,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:21:50Z,2025-11-25T17:46:56.138688,,Yes,Yes,No,0,https://github.com/miniapp-factory/mini-store,https://mini-store.miniapp-factory.marketplace.openxai.network,AI
671,miniapp,Miniapp,Active,4,Play the slot machine and share your wins!,2025-11-20T16:10:50Z,2025-11-25T17:46:56.138688,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/miniapp,https://miniapp.miniapp-factory.marketplace.openxai.network,"Casino, Social"
84,minibowling,Minibowling,Active,4,An app that recommends marketing strategies and channels.,2025-11-23T02:40:44Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/minibowling,https://minibowling.miniapp-factory.marketplace.openxai.network,Other
937,minicar,Minicar,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-20T16:18:07Z,2025-11-25T17:46:56.138688,,Yes,Yes,No,0,https://github.com/miniapp-factory/minicar,https://minicar.miniapp-factory.marketplace.openxai.network,AI
672,minidapp,Minidapp,Active,4,"An interactive mobile game where you photograph unusual objects, places, or scenes and craft imaginative stories around them.",2025-11-21T00:03:58Z,2025-11-25T17:46:56.138688,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/minidapp,https://minidapp.miniapp-factory.marketplace.openxai.network,"Game, Social"
673,minigame,Minigame,Active,4,Take the quiz to discover which animal you resemble most and share your result!,2025-11-20T16:37:23Z,2025-11-25T17:46:56.138688,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/minigame,https://minigame.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
85,minigolfshot,Minigolfshot,Active,4,Tracks clients and follow-ups.,2025-11-23T02:34:54Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/minigolfshot,https://minigolfshot.miniapp-factory.marketplace.openxai.network,Tracker
,minimath,Minimath,Pending,,,,,,,,,,https://github.com/miniapp-factory/minimath,https://minimath.miniapp-factory.marketplace.openxai.network,
86,miniminesweeper,Miniminesweeper,Active,4,"This app helps with essays, research papers, and abstracts.",2025-11-23T02:59:57Z,2025-11-24T17:07:36.212532,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/miniminesweeper,https://miniminesweeper.miniapp-factory.marketplace.openxai.network,Utility
27,minions,Minions,Active,4,Find out which animal you are most similar to with our fun quiz!,2025-11-23T16:03:32Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/minions,https://minions.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
674,minitowerdefense,Minitowerdefense,Active,4,A tower defense game where you place towers to stop enemies.,2025-11-22T08:47:44Z,2025-11-25T17:49:17.895352,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/minitowerdefense,https://minitowerdefense.miniapp-factory.marketplace.openxai.network,Game
675,mishu,Mishu,Active,4,Play the fruit slot machine and share your wins!,2025-11-20T18:54:08Z,2025-11-25T17:49:17.895352,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mishu,https://mishu.miniapp-factory.marketplace.openxai.network,"Casino, Social"
307,misscrypto,Misscrypto,Active,5,Play the classic 2048 game in a mini app.,2025-11-20T16:06:29Z,2025-11-25T00:03:12.859514,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/misscrypto,https://misscrypto.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
676,mistake-log,Mistake Log,Active,4,Create a simple app where users can record their trading or investment mistakes and review them later.,2025-11-22T09:20:22Z,2025-11-25T17:49:17.895352,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mistake-log,https://mistake-log.miniapp-factory.marketplace.openxai.network,"Education, Finance, Game, Language Learning, Tracker"
677,mmiimyonce,Mmiimyonce,Active,4,An AI-powered tool that helps with amazing app.,2025-11-20T19:05:54Z,2025-11-25T17:49:17.895352,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mmiimyonce,https://mmiimyonce.miniapp-factory.marketplace.openxai.network,AI
308,mobile,Mobile,Active,5,"Allows someone to find out which animal (cat, dog, fox, hamster, horse) they are most similar to by answering 5 multiple.",2025-11-20T18:25:00Z,2025-11-25T09:03:46.652010,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mobile,https://mobile.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
938,momories-in-nft,Momories In Nft,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-21T13:27:58Z,2025-11-25T17:49:17.895352,,Yes,Yes,No,0,https://github.com/miniapp-factory/momories-in-nft,https://momories-in-nft.miniapp-factory.marketplace.openxai.network,"AI, Crypto"
240,monarch,Monarch,Active,7,Play 2048 in the Mini App Factory.,2025-11-21T21:32:53Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/monarch,https://monarch.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
678,money,Money,Active,4,A simple app to simulate a coin toss between heads and tails.,2025-11-21T15:59:23Z,2025-11-25T17:51:46.448875,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/money,https://money.miniapp-factory.marketplace.openxai.network,Finance
679,moneyguru,Moneyguru,Active,4,Get practical tips to save money daily.,2025-11-22T15:38:54Z,2025-11-25T17:51:46.448875,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/moneyguru,https://moneyguru.miniapp-factory.marketplace.openxai.network,Finance
680,monkey,Monkey,Active,4,"This app showcases a large, fat-bodied ape in a vibrant jungle setting.",2025-11-22T18:45:27Z,2025-11-25T17:50:36.569564,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/monkey,https://monkey.miniapp-factory.marketplace.openxai.network,Utility
309,moodbooster,Moodbooster,Active,5,A short motivational message to boost your mood!,2025-11-20T15:45:30Z,2025-11-25T09:03:46.652010,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/moodbooster,https://moodbooster.miniapp-factory.marketplace.openxai.network,Utility
681,moodcolor,Moodcolor,Active,4,Convert your mood into a color and description.,2025-11-22T15:43:56Z,2025-11-25T17:51:46.448875,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/moodcolor,https://moodcolor.miniapp-factory.marketplace.openxai.network,Utility
682,moodemoji,Moodemoji,Active,4,Convert your mood into a funny emoji sequence.,2025-11-20T16:27:47Z,2025-11-25T17:51:46.448875,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/moodemoji,https://moodemoji.miniapp-factory.marketplace.openxai.network,Utility
866,moodkin,Moodkin,Active,3,"Super simple Base Mini App called ""MoodPal.",2025-11-20T21:10:15Z,2025-11-25T17:52:48.015035,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/moodkin,https://moodkin.miniapp-factory.marketplace.openxai.network,Utility
108,moodpal,Moodpal,Active,20,Generate a chibi avatar based on your mood with MoodPal.,2025-11-21T00:47:28Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,7,https://github.com/miniapp-factory/moodpal,https://moodpal.miniapp-factory.marketplace.openxai.network,"Crypto, Portfolio"
683,moodreader,Moodreader,Active,4,Type your mood and receive personalized advice and an emoji.,2025-11-22T15:20:23Z,2025-11-25T17:54:03.559336,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/moodreader,https://moodreader.miniapp-factory.marketplace.openxai.network,Generator
684,moodsnack,Moodsnack,Active,4,Suggests snacks based on your current mood.,2025-11-22T15:48:27Z,2025-11-25T17:54:03.559336,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/moodsnack,https://moodsnack.miniapp-factory.marketplace.openxai.network,Utility
310,moodsong,Moodsong,Active,5,Suggests songs based on user emotion,2025-11-22T15:36:54Z,2025-11-25T09:03:46.652010,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/moodsong,https://moodsong.miniapp-factory.marketplace.openxai.network,Utility
685,motivation,Motivation,Active,4,"A tool to evaluate betting odds, calculate implied probability, and assess expected value.",2025-11-20T18:40:11Z,2025-11-25T17:54:03.559336,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/motivation,https://motivation.miniapp-factory.marketplace.openxai.network,"Education, Platformer"
,moto-customize,Moto Customize,Pending,,,,,,,,,,https://github.com/miniapp-factory/moto-customize,https://moto-customize.miniapp-factory.marketplace.openxai.network,
,mouse-escape,Mouse Escape,Inactive,0,Mouse Escape mini app on Mini App Factory,2025-11-26T13:16:21.731550,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/mouse-escape,https://mouse-escape.miniapp-factory.marketplace.openxai.network,Inactive
,mouse-hunt,Mouse Hunt,Inactive,0,Mouse Hunt mini app on Mini App Factory,2025-11-26T13:16:21.731552,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/mouse-hunt,https://mouse-hunt.miniapp-factory.marketplace.openxai.network,Inactive
311,movierecommender,Movierecommender,Active,5,Suggests three movies based on a selected genre.,2025-11-20T16:14:26Z,2025-11-25T09:03:46.652010,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/movierecommender,https://movierecommender.miniapp-factory.marketplace.openxai.network,Utility
312,msender,Msender,Active,5,Spin the slot machine and win fruit prizes!,2025-11-21T12:00:40Z,2025-11-25T09:03:46.652010,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/msender,https://msender.miniapp-factory.marketplace.openxai.network,"Casino, Social"
686,multi-signactivityradar,Multi Signactivityradar,Active,4,Monitors multisig (multi-signature) contract activity across chains.,2025-11-22T20:26:52Z,2025-11-25T17:54:03.559336,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/multi-signactivityradar,https://multi-signactivityradar.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker"
313,musicfinder,Musicfinder,Active,5,Suggests songs based on your vibe.,2025-11-22T15:32:32Z,2025-11-25T17:55:19.290449,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/musicfinder,https://musicfinder.miniapp-factory.marketplace.openxai.network,Utility
904,musicnotememory,Musicnotememory,Active,2,Repeat musical notes.,2025-11-22T08:39:50Z,2025-11-25T17:59:27.397878,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/musicnotememory,https://musicnotememory.miniapp-factory.marketplace.openxai.network,Utility
939,must-halve,Must Halve,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:22:59Z,2025-11-25T17:59:27.397878,,Yes,Yes,No,0,https://github.com/miniapp-factory/must-halve,https://must-halve.miniapp-factory.marketplace.openxai.network,AI
,my,My,Pending,,,,,,,,,,https://github.com/miniapp-factory/my,https://my.miniapp-factory.marketplace.openxai.network,
687,my-box,My Box,Active,4,Цей додаток допомагає користувачам знаходити несправності автомобіля та шукати рішення на різних автофорумах за допомогою GPT.,2025-11-20T17:56:50Z,2025-11-25T17:59:27.397878,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/my-box,https://my-box.miniapp-factory.marketplace.openxai.network,AI
,my-cutesey,My Cutesey,Inactive,4,My Cutesey mini app on Mini App Factory,2025-11-24T11:33:49Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/my-cutesey,https://my-cutesey.miniapp-factory.marketplace.openxai.network,Inactive
256,my-test-app,My Test App,Active,6,Discover which animal you are most like by answering a fun quiz!,2025-11-21T09:14:48Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/my-test-app,https://my-test-app.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
688,myfirstapp,Myfirstapp,Active,4,Find out which animal you are most similar to by answering a fun quiz!,2025-11-20T15:55:13Z,2025-11-25T17:59:27.397878,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/myfirstapp,https://myfirstapp.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
689,mygabi4,Mygabi4,Active,4,"An app that visualizes wardrobe items and suggests clothing based on weather, location, events, and mood.",2025-11-20T19:35:44Z,2025-11-25T18:00:10.992381,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mygabi4,https://mygabi4.miniapp-factory.marketplace.openxai.network,Other
17,myminiapp,Myminiapp,Active,7,"An interactive, educational game that lets users train AI, learn machine learning concepts, and collaborate in fun challenges.",2025-11-24T01:24:29Z,2025-11-24T16:30:55.398786,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/myminiapp,https://myminiapp.miniapp-factory.marketplace.openxai.network,"Education, Game, Language Learning, Tracker"
690,myself,Myself,Active,4,Automated trading bot that opens reverse positions in long and short strategies.,2025-11-20T19:59:47Z,2025-11-25T18:00:10.992381,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/myself,https://myself.miniapp-factory.marketplace.openxai.network,"Platformer, Social"
691,mysticmawarmerah,Mysticmawarmerah,Active,4,Play the classic 2048 game in a mini app.,2025-11-22T08:54:50Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/mysticmawarmerah,https://mysticmawarmerah.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
692,name,Name,Active,4,"A web application for creating, editing, and visualizing family trees.",2025-11-20T20:02:58Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/name,https://name.miniapp-factory.marketplace.openxai.network,"AI, Platformer, Social"
257,namegenerator,Namegenerator,Active,6,Generate funny nicknames for your friends with a simple web app.,2025-11-20T15:38:01Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/namegenerator,https://namegenerator.miniapp-factory.marketplace.openxai.network,Generator
693,naught-oooo,Naught Oooo,Active,4,"Enjoy creative, colorful puzzle games that are fun and pleasant to play.",2025-11-22T09:11:17Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/naught-oooo,https://naught-oooo.miniapp-factory.marketplace.openxai.network,Puzzle
694,nba-quiz,Nba Quiz,Active,4,Test your knowledge of NBA history and players with a timed quiz and leaderboard!,2025-11-21T08:11:46Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nba-quiz,https://nba-quiz.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
695,neko,Neko,Active,4,An app for football fans to exchange memorabilia securely and easily.,2025-11-20T20:53:40Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/neko,https://neko.miniapp-factory.marketplace.openxai.network,"AI Chat, Card Game, Finance, Social"
940,neprox,Neprox,Default,1,An AI-powered tool that helps with mini app factory app.,2025-11-23T18:29:47Z,2025-11-24T17:13:16.323357,,Yes,Yes,No,0,https://github.com/miniapp-factory/neprox,https://neprox.miniapp-factory.marketplace.openxai.network,AI
696,nesle,Nesle,Active,4,Spin and win with fruit slots!,2025-11-20T18:18:23Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nesle,https://nesle.miniapp-factory.marketplace.openxai.network,"Casino, Social"
241,neuroweave,Neuroweave,Active,7,"An on-device privacy-first app that records your dreams, builds a predictive dream graph, offers lucid dream scripts, weekly forecasts, and...",2025-11-21T08:03:37Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/neuroweave,https://neuroweave.miniapp-factory.marketplace.openxai.network,"Generator, Social"
697,nft-collab-monitor,Nft Collab Monitor,Active,4,NFT Collab Monitor is a Mini App that tracks collaborations between NFT projects and artists in real time.,2025-11-22T15:05:28Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-collab-monitor,https://nft-collab-monitor.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker, Trading"
698,nft-drop-calendar,Nft Drop Calendar,Active,4,NFT Drop Calendar is a Mini App that provides a centralized schedule of upcoming NFT drops and presales across multiple marketplaces.,2025-11-22T13:04:14Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-drop-calendar,https://nft-drop-calendar.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker, Trading"
699,nft-flipalert,Nft Flipalert,Active,4,NFT Flip Alert is a Mini App that tracks NFT collections and identifies potential opportunities for profitable flips.,2025-11-22T10:46:54Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-flipalert,https://nft-flipalert.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker, Trading"
700,nft-marketplace,Nft Marketplace,Active,4,"A decentralized, social-driven NFT-based marketplace with no-code minting, gamified staking, and community features.",2025-11-21T07:31:58Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-marketplace,https://nft-marketplace.miniapp-factory.marketplace.openxai.network,"Finance, Platformer, Social"
701,nft-mint-reminder,Nft Mint Reminder,Active,4,NFT Mint Reminder helps users keep track of upcoming NFT mint events.,2025-11-21T13:38:17Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-mint-reminder,https://nft-mint-reminder.miniapp-factory.marketplace.openxai.network,Game
702,nft-trait-analyzer,Nft Trait Analyzer,Active,4,NFT Trait Analyzer is a Mini App that evaluates the rarity and value of NFT traits across collections.,2025-11-22T09:46:02Z,2025-11-25T18:04:12.605174,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-trait-analyzer,https://nft-trait-analyzer.miniapp-factory.marketplace.openxai.network,Game
703,nft-utility-tracker,Nft Utility Tracker,Active,4,NFT Utility Tracker is a Mini App that monitors the utility features of NFTs across collections.,2025-11-22T16:57:48Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-utility-tracker,https://nft-utility-tracker.miniapp-factory.marketplace.openxai.network,"Game, Tracker"
704,nft-whitelisttracker,Nft Whitelisttracker,Active,4,NFT Whitelist Tracker is a Mini App that monitors upcoming whitelist opportunities for NFT projects.,2025-11-22T15:51:57Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nft-whitelisttracker,https://nft-whitelisttracker.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker"
705,nftauction,Nftauction,Active,4,NFT Auction Sniper helps users track live NFT auctions and automatically identify optimal bid timing.,2025-11-21T06:44:56Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftauction,https://nftauction.miniapp-factory.marketplace.openxai.network,Game
706,nftcollection,Nftcollection,Active,4,"NFT Collection Health Score analyzes the overall strength and stability of any NFT collection using key metrics such as liquidity, holder...",2025-11-21T07:37:42Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftcollection,https://nftcollection.miniapp-factory.marketplace.openxai.network,"Finance, Fitness, Game, Health"
707,nftexplorer,Nftexplorer,Active,4,Showcasing the top 5 trending NFTs with brief descriptions.,2025-11-20T16:38:41Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftexplorer,https://nftexplorer.miniapp-factory.marketplace.openxai.network,Crypto
708,nftflooralertbot,Nftflooralertbot,Active,4,NFT Floor Alert Bot keeps collectors and traders updated with real-time alerts when NFT floor prices hit your target levels.,2025-11-20T21:02:32Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftflooralertbot,https://nftflooralertbot.miniapp-factory.marketplace.openxai.network,Game
709,nftfloorresistanceanalyzer,Nftfloorresistanceanalyzer,Active,4,NFT Floor Resistance Analyzer is a Mini App that analyzes the buy and sell pressure around an NFT collection’s floor price.,2025-11-22T20:07:03Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftfloorresistanceanalyzer,https://nftfloorresistanceanalyzer.miniapp-factory.marketplace.openxai.network,Game
710,nftfloorwatcher,Nftfloorwatcher,Active,4,NFT Floor Watcher is a Mini App that tracks floor prices of NFT collections across major marketplaces.,2025-11-20T19:12:21Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftfloorwatcher,https://nftfloorwatcher.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker, Trading"
711,nftholderloyaltyindex,Nftholderloyaltyindex,Active,4,NFT Holder Loyalty Index is a Mini App that measures how committed holders are to specific NFT collections.,2025-11-22T17:38:03Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftholderloyaltyindex,https://nftholderloyaltyindex.miniapp-factory.marketplace.openxai.network,"Game, Social"
712,nftmarketcaptracker,Nftmarketcaptracker,Active,4,NFT Market Cap Tracker is a Mini App that monitors the total market capitalization of NFT collections across multiple marketplaces.,2025-11-22T11:18:02Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftmarketcaptracker,https://nftmarketcaptracker.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Finance, Tracker, Trading"
713,nftmintprofit,Nftmintprofit,Active,4,NFT Mint Profit Calculator helps collectors and traders estimate potential profits from NFT mints.,2025-11-20T21:37:31Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftmintprofit,https://nftmintprofit.miniapp-factory.marketplace.openxai.network,"Calculator, Crypto, Trading"
714,nftmintradar,Nftmintradar,Active,4,NFT Mint Radar is a Mini App that tracks upcoming NFT minting events across multiple marketplaces.,2025-11-20T19:44:15Z,2025-11-25T18:10:42.851242,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftmintradar,https://nftmintradar.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Tracker, Trading"
715,nftrarity,Nftrarity,Active,4,"Description:
NFT Rarity Tracker is a powerful tool for collectors and traders to monitor the rarity and value of NFTs across multiple collections.",2025-11-20T20:43:41Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nftrarity,https://nftrarity.miniapp-factory.marketplace.openxai.network,"Finance, Game, Tracker"
716,nfttracker,Nfttracker,Active,4,NFT Tracker is a lightweight Mini App that allows users to monitor their favorite NFT collections in real time.,2025-11-20T16:54:52Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nfttracker,https://nfttracker.miniapp-factory.marketplace.openxai.network,"Alert, Crypto, Finance, Portfolio, Tracker, Trading"
717,nfttrade,Nfttrade,Active,4,"A lightweight NFT marketplace for buying, selling, and swapping NFTs across multiple blockchains.",2025-11-20T18:50:09Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nfttrade,https://nfttrade.miniapp-factory.marketplace.openxai.network,"Finance, Game, Social"
,nikolas,Nikolas,Inactive,4,Nikolas mini app on Mini App Factory,2025-11-24T08:26:57Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/nikolas,https://nikolas.miniapp-factory.marketplace.openxai.network,Inactive
,niks,Niks,Inactive,4,Niks mini app on Mini App Factory,2025-11-24T07:31:50Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/niks,https://niks.miniapp-factory.marketplace.openxai.network,Inactive
718,nitoryu-90,Nitoryu 90,Active,4,Find out which animal you are most like with our fun quiz!,2025-11-21T03:43:44Z,2025-11-25T18:12:02.629203,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/nitoryu-90,https://nitoryu-90.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
